סעיף,יח',מחיר,תאור
57.046.0570,יח',1390,מפל פנימי קוטר 250 מ״מ מסוג P.V.C לרבות זווית עליונה 90 מעלות עם עין ביקורת  קטע צינור אנכי מחובר בחבקי פלב״מ (נירוסטה) לדופן השוחה וזווית תחתונה 90 מעלות  גובה המפל (הפרש גובה) מעל 1.5 מ' ועד 3.0 מ'
,,,"סה""כ למפלים"
57.047,,,חיבור צינורות ביוב לשוחות קיימות
57.047.0010,קומפ,1400,"חיבור צינור ביוב מפלדה בקטרים ""6-""4 לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0020,קומפ,2400,"חיבור צינור ביוב מפלדה בקטרים ""10-""8 לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0030,קומפ,4000,"חיבור צינור ביוב מפלדה בקטרים ""16-""12 לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0040,קומפ,4900,"חיבור צינור ביוב מפלדה בקטרים ""18 לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0050,קומפ,920,"חיבור צינור ביוב מפלדה בקטרים ""6-""4 לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0060,קומפ,1170,"חיבור צינור ביוב מפלדה בקטרים ""10-""8 לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0070,קומפ,1420,"חיבור צינור ביוב מפלדה בקטרים ""16-""12 לשוהה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0080,קומפ,1660,"חיבור צינור ביוב מפלדה בקטרים ""18 לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם"
57.047.0190,קומפ,1200,חיבור צינור ביוב P.V.C קוטר 110 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0200,קומפ,1300,חיבור צינור ביוב P.V.C קוטר 160 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0210,קומפ,2100,חיבור צינור ביוב P.V.C קוטר 200 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0220,קומפ,2500,חיבור צינור ביוב P.V.C קוטר 250 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0230,קומפ,3500,חיבור צינור ביוב P.V.C קוטר 315 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0240,קומפ,4400,חיבור צינור ביוב P.V.C קוטר 450 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0250,קומפ,6600,חיבור צינור ביוב P.V.C קוטר 630 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0260,קומפ,8800,חיבור צינור ביוב P.V.C קוטר 710 מ״מ לשוחה קיימת  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  שאיבות  הטיית שפכים  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0290,קומפ,620,חיבור צינור ביוב P.V.C קוטר 110 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0300,קומפ,740,חיבור צינור ביוב P.V.C קוטר 160 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0310,קומפ,930,חיבור צינור ביוב P.V.C קוטר 200 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0320,קומפ,980,חיבור צינור ביוב P.V.C קוטר 250 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0330,קומפ,1110,חיבור צינור ביוב P.V.C קוטר 315-350 מ״מ לשוחה  קיימת ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0340,קומפ,1230,חיבור צינור ביוב P.V.C קוטר 400-450 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0350,קומפ,1840,חיבור צינור ביוב P.V.C קוטר 500-630 מ״מ לשוחה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
57.047.0360,קומפ,2300,חיבור צינור ביוב P.V.C קוטר 710-900 מ״מ לשוהה קיימת  ללא ביצוע שאיבות והטיית שפכים  לרבות חפירה בצמוד לשוחה הקיימת  עבודות החיבור  מחבר שוחה  עיבוד המתעל וכל החומרים הדרושים  מותקן מושלם
,,,"סה""כ לחיבור צינורות ביוב לשוחות קיימות"
57.048,,,ניקוי ושטיפה של קווי ביוב ותאי בקרה
,,,הערות: 1. המחירים שלהלן אינם כוללים תשלום עבור אספקת מים. 2. צילום קווי מים וביוב - ראה תת פרק 57.017.
57.048.0003,מ',30,"ניקוי ושטיפה של קווי ביוב בקטרים ""8-""6 (160-200 מ״מ). המחיר הינו ל- 300 מ' ועד 600 מ'"
57.048.0004,מ',40,"ניקוי ושטיפה של קווי ביוב בקטרים ""12-""10 (250-315 מ״מ). מחיר הינו ל- 300 מ' עד 600 מ'"
57.048.0005,מ',90,"ניקוי ושטיפה של קווי ביוב בקטרים ""16-""14 (355-400 מ״מ). מחיר הינו ל- 300 מ' עד 600 מ'"
57.048.0006,מ',130,"ניקוי ושטיפה של קווי ביוב בקטרים ""20-""18 (450-500 מ״מ)"
57.048.0007,מ',250,"ניקוי ושטיפה של קווי ביוב בקטרים ""28-""22 (560-710 מ״מ)"
57.048.0008,מ',480,"ניקוי ושטיפה של קווי ביוב בקטרים ""36-""32 (800-900 מ״מ)"
57.048.0009,מ',600,ניקוי ושטיפה של קווי ביוב בקוטר 1000 מ״מ
57.048.0010,מ',19,"ניקוי ושטיפה של קווי ביוב בקטרים ""8-""6 (המחיר ל- 600 מ' מינימום)"
57.048.0020,מ',28,"ניקוי ושטיפה של קווי ביוב בקטרים ""12-""10 (מחיר ל- 600 מ' מינימום)"
57.048.0021,מ',55,"ניקוי ושטיפה של קווי ביוב בקטרים ""16-""14 (מחיר ל- 600 מ' מינימום)"
57.048.0050,"י""ע",2800,"ניקוי ושטיפה של קווי ביוב ותאי בקרה לביוב ע""׳ ביובית בהספק 240 ליטר/דקה לחץ 120 בר  לרבות צוות (מפעיל ופועל) - תשלום ליום עבודה 8 ש״ע"
57.048.0060,ש״ע,370,"ניקוי ושטיפה של קווי ביוב ותאי בקרה לביוב ע""׳ ביובית בהספק 240 ליטר/דקה לחץ 120 בר  לרבות צוות (מפעיל ופועל) לפי ש״ע (מינימום 3 ש״ע)"
57.048.0100,יח',400,ניקוי ושטיפה של תאי בקרה לביוב בקוטר עד 80 ס״מ ובעומק עד 1.75 מ'
57.048.0110,יח',500,ניקוי ושטיפה של תאי בקרה לביוב בקוטר 100 ס״מ ובעומק מעל 1.25 מ' עד 2.75 מ'
57.048.0119,יח',550,ניקוי ושטיפה של תאי בקרה לביוב בקוטר 125 ס״מ ובעומק מעל 1.25 מ' עד 2.75 מ'
57.048.0120,יח',700,ניקוי ושטיפה של תאי בקרה לביוב בקוטר 125 ס״מ ובעומק מעל 2.75 מ' עד 5.25 מ'
57.048.0130,יח',0,
57.048.0131,יח',0,
57.048.0135,יח',0,
,,,"סה""כ לניקוי ושטיפה של קווי ביוב ותאי בקרה"
57.05,,,צנרת תיעול (ניקוז)
,,,"סה""כ לצנרת תיעול (ניקוז)"
57.051,,,צינורות מבטון מזוין
,,,הערות: 1. בסעיפים שלהלן בכל מקום שבו נרשם עבודות חפירה הכוונה עבודות החפירה ו/או החציבה בכל סוג׳ הקרקע  פרט לסלע מוצק רצוף. תוספת עבור חציבה בסלע מוצק - ראה סעיף 57.011.0970. מחיר׳ הצינורות המונחים בקרקע כוללים את עבודות החפירה ו/או החציבה הנ״ל.
,,,2. מערכות דיפון תעלות להשכרה - ראה תת פרק 60.042 או תת פרק 51.031.
57.051.0009,הערה,0,"צינורות מבטון מזוין עם אטם תקני על ""הזכר"" לפי ת""׳ 27 שעודכן במאי 2010"
57.051.0011,מ',540,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0012,מ',560,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0013,מ',590,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0014,מ',620,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0015,מ',660,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 3 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 2.75 מ' ועד 3.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0031,מ',550,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 4 קוטר 40 ס״מ מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0032,מ',570,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 4 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 1.25 מ' ועד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0033,מ',600,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 4 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 1.75 מ' ועד 2.25 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
57.051.0034,מ',630,"צינורות מבטון מזוין לפי ת""׳ 27 סוג 1 דגם ""מגנוקריט - M"" או ""הידרוט״ל"" או ש״ע עם אטם תיקני על ה״זכר"" דרג 4 קוטר 40 ס״מ מונחים בקרקע בעומק מעל 2.25 מ' ועד 2.75 מ'  לרבות עבודות חפירה  עטיפת חול (עד לחצי גובה הצינור) ומילוי חוזר"
